BOARD;CHANNEL;TIMETAG;ENERGY;CALIB_ENERGY;ENERGYSHORT;FLAGS
0;1;74400419284000;575;609.213;62;0x0
0;1;74471324492000;104;110.188;15;0x0
0;1;74528178620000;575;609.213;57;0x0
0;1;74602053684000;603;638.879;61;0x0
0;1;74659136056000;284;300.898;40;0x0
0;1;74689944520000;542;574.249;47;0x0
0;1;74700088672000;136;144.092;22;0x0
0;1;74748391960000;592;627.224;60;0x0
0;1;74838085236000;282;298.779;33;0x0
0;1;74838616272000;320;339.04;38;0x0
0;0;74602053696000;115;80.6311;17;0x0
0;0;74659136056000;414;290.272;44;0x0
0;0;74689944532000;129;90.4471;16;0x0
0;0;74700088672000;964;675.899;81;0x0
0;0;74748391988000;68;47.6775;13;0x0
0;0;74838085236000;587;411.569;53;0x0
0;0;74838616276000;163;114.286;19;0x0
0;0;74850645456000;90;63.1026;15;0x0
0;0;74929058312000;115;80.6311;17;0x0
0;0;74949042732000;65;45.5741;12;0x0
0;1;74850645448000;576;610.272;63;0x0
0;1;74929058296000;564;597.558;51;0x0
0;1;74949042728000;124;131.378;18;0x0
0;1;74950213232000;266;281.827;38;0x0
0;1;74956116948000;312;330.564;36;0x0
0;1;75013532820000;172;182.234;23;0x0
0;1;75016136076000;582;616.629;63;0x0
0;1;75028815748000;901;954.61;78;0x0
0;1;75191497344000;62;65.689;17;0x0
0;1;75219871020000;249;263.816;34;0x0
0;0;74950213228000;233;163.366;23;0x0
0;0;74956116944000;504;353.375;48;0x0
0;0;75013532816000;260;182.296;31;0x0
0;0;75016136136000;52;36.4593;20;0x0
0;0;75028815764000;70;49.0798;12;0x0
0;0;75191497324000;118;82.7345;18;0x0
0;0;75219871028000;46;32.2524;10;0x0
0;0;75430870580000;56;39.2638;16;0x0
0;0;75473524056000;214;150.044;25;0x0
0;0;75476869244000;127;89.0448;16;0x0
0;1;75430870520000;605;640.998;64;0x0
0;1;75473524048000;530;561.535;56;0x0
0;1;75476869236000;538;570.011;59;0x0
0;1;75515530904000;175;185.413;25;0x0
0;1;75632590412000;181;191.77;28;0x0
0;1;75698602240000;139;147.271;21;0x0
0;1;75730013920000;171;181.175;30;0x0
0;1;75780957772000;415;439.693;47;0x0
0;1;75866007020000;519;549.881;50;0x0
0;1;76035662244000;80;84.76;20;0x0
0;0;75515530912000;98;68.7117;13;0x0
0;0;75632590404000;185;129.711;23;0x0
0;0;75698602240000;177;124.102;22;0x0
0;0;75730013908000;192;134.619;26;0x0
0;0;75780957776000;168;117.792;22;0x0
0;0;75866007024000;213;149.343;25;0x0
0;0;76035662256000;60;42.0684;18;0x0
0;0;76101344168000;110;77.1254;16;0x0
0;0;76118234600000;99;69.4129;15;0x0
0;0;76298917712000;319;223.664;32;0x0
0;1;76101344168000;197;208.722;23;0x0
0;1;76118234584000;577;611.332;59;0x0
0;1;76298917712000;314;332.683;36;0x0
0;1;76301858064000;560;593.32;54;0x0
0;1;76365485636000;154;163.163;23;0x0
0;1;76491353272000;111;117.605;19;0x0
0;1;76625639448000;212;224.614;27;0x0
0;1;76691707864000;585;619.808;58;0x0
0;1;76874173636000;658;697.151;64;0x0
0;1;76966609020000;473;501.144;54;0x0
0;0;76301858084000;75;52.5855;15;0x0
0;0;76365485636000;115;80.6311;17;0x0
0;0;76491353256000;1110;778.265;90;0x0
0;0;76625639464000;79;55.3901;14;0x0
0;0;76691707872000;96;67.3094;14;0x0
0;0;76874173664000;66;46.2752;15;0x0
0;0;76966609020000;253;177.388;29;0x0
0;0;76966609556000;41;28.7467;21;0x0
0;0;77070443068000;67;46.9764;15;0x0
0;0;77186594428000;369;258.721;34;0x0
0;1;76966609560000;71;75.2245;27;0x0
0;1;77070443040000;335;354.933;39;0x0
0;1;77186594432000;337;357.052;38;0x0
0;1;77245060496000;528;559.416;56;0x0
0;1;77264110104000;155;164.223;21;0x0
0;1;77276902948000;489;518.096;45;0x0
0;1;77394656204000;82;86.879;24;0x0
0;1;77444536912000;181;191.77;22;0x0
0;1;77533883480000;461;488.43;48;0x0
0;1;77615620896000;135;143.033;21;0x0
0;0;77245060500000;224;157.055;22;0x0
0;0;77264110092000;487;341.455;43;0x0
0;0;77276902952000;255;178.791;27;0x0
0;0;77394656180000;50;35.057;12;0x0
0;0;77444536904000;489;342.857;50;0x0
0;0;77533883496000;84;58.8958;16;0x0
0;0;77615620988000;152;106.573;19;0x0
0;0;77677019676000;482;337.949;42;0x0
0;0;77708956108000;85;59.5969;12;0x0
0;0;77721604488000;161;112.884;20;0x0
0;1;77677019684000;251;265.935;29;0x0
0;1;77708956092000;635;672.783;57;0x0
0;1;77721604476000;507;537.167;46;0x0
0;1;77802101056000;300;317.85;35;0x0
0;1;77810883972000;431;456.645;55;0x0
0;1;77810884512000;71;75.2245;27;0x0
0;1;77867187096000;129;136.676;19;0x0
0;1;77867187880000;5;5.2975;4;0x0
0;1;78039228084000;294;311.493;39;0x0
0;1;78055101252000;185;196.008;26;0x0
0;0;77802101068000;139;97.4585;20;0x0
0;0;77810883972000;264;185.101;24;0x0
0;0;77867187080000;1149;805.61;98;0x0
0;0;77867187796000;35;24.5399;16;0x0
0;0;78039228120000;55;38.5627;11;0x0
0;0;78055101272000;44;30.8502;14;0x0
0;0;78060749564000;114;79.93;16;0x0
0;0;78191291828000;757;530.763;72;0x0
0;0;78199102764000;204;143.033;26;0x0
0;0;78481537220000;128;89.7459;17;0x0
0;1;78060749552000;592;627.224;56;0x0
0;1;78191291868000;76;80.522;23;0x0
0;1;78481537212000;283;299.839;33;0x0
0;1;78521420400000;1889;2001.4;137;0x0
0;1;78575742784000;166;175.877;27;0x0
0;1;78671575800000;253;268.054;29;0x0
0;1;78716872444000;155;164.223;24;0x0
0;1;78815942064000;111;117.605;19;0x0
0;1;78839662832000;455;482.073;42;0x0
0;1;78859264548000;331;350.695;42;0x0
0;0;78521420420000;201;140.929;25;0x0
0;0;78575742776000;250;175.285;25;0x0
0;0;78671575860000;445;312.007;46;0x0
0;0;78716872436000;170;119.194;23;0x0
0;0;78815942060000;87;60.9992;12;0x0
0;0;78839662836000;280;196.319;30;0x0
0;0;78859264552000;141;98.8607;18;0x0
0;0;78880114552000;146;102.366;20;0x0
0;0;78915746532000;153;107.274;22;0x0
0;0;79242778848000;37;25.9422;16;0x0
0;1;78880114536000;562;595.439;55;0x0
0;1;78915746528000;527;558.357;59;0x0
0;1;79242778776000;642;680.199;66;0x0
0;1;79490239196000;258;273.351;32;0x0
0;1;79624039952000;555;588.023;58;0x0
0;1;79626157204000;341;361.29;45;0x0
0;1;79655852920000;565;598.618;52;0x0
0;1;79734913240000;613;649.474;62;0x0
0;1;79789246664000;178;188.591;23;0x0
0;1;79807978152000;373;395.194;44;0x0
0;0;79490239200000;129;90.4471;18;0x0
0;0;79624039964000;122;85.5391;18;0x0
0;0;79626157200000;545;382.121;50;0x0
0;0;79655852936000;110;77.1254;18;0x0
0;0;79734913260000;58;40.6661;10;0x0
0;0;79789246684000;67;46.9764;12;0x0
0;0;79807978160000;148;103.769;18;0x0
0;0;79949097396000;168;117.792;22;0x0
0;0;79977376272000;91;63.8037;15;0x0
0;0;79986345364000;131;91.8493;18;0x0
0;1;79949097400000;143;151.509;22;0x0
0;1;79977376260000;627;664.307;65;0x0
0;1;79986345368000;159;168.461;23;0x0
0;1;80052103852000;240;254.28;28;0x0
0;1;80082053136000;404;428.038;44;0x0
0;1;80136409804000;156;165.282;30;0x0
0;1;80181833740000;573;607.094;57;0x0
0;1;80250822324000;117;123.962;22;0x0
0;1;80543712592000;394;417.443;48;0x0
0;1;80642342436000;537;568.952;60;0x0
0;0;80052103888000;68;47.6775;14;0x0
0;0;80082053144000;179;125.504;27;0x0
0;0;80136409788000;531;372.305;53;0x0
0;0;80181833756000;80;56.0912;15;0x0
0;0;80250822304000;389;272.743;37;0x0
0;0;80543712616000;93;65.206;18;0x0
0;0;80642342440000;146;102.366;17;0x0
0;0;80676062068000;421;295.18;44;0x0
0;0;80756765960000;395;276.95;36;0x0
0;0;80760132504000;478;335.145;39;0x0
0;1;80676062072000;177;187.532;24;0x0
0;1;80756765980000;76;80.522;16;0x0
0;1;80760132512000;249;263.816;31;0x0
0;1;80833953028000;527;558.357;51;0x0
0;1;80857141284000;211;223.555;29;0x0
0;1;80957846292000;360;381.42;41;0x0
0;1;80981043288000;148;156.806;23;0x0
0;1;81013476048000;396;419.562;41;0x0
0;1;81013476624000;53;56.1535;20;0x0
0;1;81015429412000;183;193.889;26;0x0
0;0;80833953032000;228;159.86;25;0x0
0;0;80857141288000;80;56.0912;11;0x0
0;0;80957846296000;198;138.826;23;0x0
0;0;80981043288000;139;97.4585;19;0x0
0;0;81013476056000;183;128.309;20;0x0
0;0;81013476620000;23;16.1262;12;0x0
0;0;81015429372000;239;167.572;25;0x0
0;0;81025164936000;814;570.728;74;0x0
0;0;81076925704000;172;120.596;20;0x0
0;0;81144019564000;164;114.987;17;0x0
0;1;81025164948000;129;136.676;18;0x0
0;1;81076925704000;214;226.733;30;0x0
0;1;81144019560000;552;584.844;60;0x0
0;1;81194174072000;553;585.904;54;0x0
0;1;81208137108000;248;262.756;34;0x0
0;1;81248023900000;521;552;48;0x0
0;1;81373254920000;122;129.259;24;0x0
0;1;81449017052000;153;162.104;22;0x0
0;1;81587850996000;425;450.288;54;0x0
0;1;81631613700000;426;451.347;42;0x0
0;0;81194174080000;161;112.884;22;0x0
0;0;81208137108000;256;179.492;28;0x0
0;0;81248023920000;84;58.8958;15;0x0
0;0;81373254904000;336;235.583;34;0x0
0;0;81449017044000;221;154.952;24;0x0
0;0;81587851016000;47;32.9536;12;0x0
0;0;81631613696000;324;227.169;31;0x0
0;0;81648865916000;232;162.664;25;0x0
0;0;81686133648000;74;51.8844;14;0x0
0;0;81691135612000;130;91.1482;20;0x0
0;1;81648865912000;415;439.693;43;0x0
0;1;81686133628000;543;575.309;49;0x0
0;1;81691135596000;550;582.725;57;0x0
0;1;81696696340000;638;675.961;66;0x0
0;1;81795271080000;105;111.248;23;0x0
0;1;81814656900000;458;485.251;49;0x0
0;1;81884874276000;161;170.58;34;0x0
0;1;81965691904000;308;326.326;38;0x0
0;1;82016982296000;449;475.716;46;0x0
0;1;82022840836000;282;298.779;33;0x0
0;0;81696696364000;70;49.0798;14;0x0
0;0;81795271068000;144;100.964;17;0x0
0;0;81814656900000;209;146.538;25;0x0
0;0;81884874260000;578;405.259;54;0x0
0;0;81965691920000;51;35.7581;11;0x0
0;0;82016982296000;357;250.307;38;0x0
0;0;82016982864000;51;35.7581;18;0x0
0;0;82022840844000;108;75.7231;13;0x0
0;0;82112654740000;155;108.677;17;0x0
0;0;82374701076000;447;313.41;46;0x0
0;1;82112654744000;211;223.555;32;0x0
0;1;82374701068000;1078;1142.14;97;0x0
0;1;82426325124000;109;115.486;16;0x0
0;1;82446367700000;222;235.209;26;0x0
0;1;82604010812000;20;21.19;13;0x0
0;1;82665051400000;608;644.176;49;0x0
0;1;82674573300000;378;400.491;47;0x0
0;1;82713525428000;576;610.272;59;0x0
0;1;82803161480000;178;188.591;26;0x0
0;1;83091759212000;842;892.099;89;0x0
0;0;82426325104000;324;227.169;34;0x0
0;0;82446367724000;54;37.8616;11;0x0
0;0;82604010796000;972;681.508;82;0x0
0;0;82665051420000;80;56.0912;14;0x0
0;0;82674573304000;247;173.182;31;0x0
0;0;82713525444000;99;69.4129;15;0x0
0;0;82803161476000;199;139.527;22;0x0
0;0;83091759208000;45;31.5513;20;0x0
0;0;83204958900000;44;30.8502;14;0x0
0;0;83275896148000;158;110.78;21;0x0
0;1;83204958848000;626;663.247;62;0x0
0;1;83275896140000;520;550.94;51;0x0
0;1;83371639732000;76;80.522;19;0x0
0;1;83400284824000;619;655.831;49;0x0
0;1;83411878036000;564;597.558;65;0x0
0;1;83535396480000;355;376.123;42;0x0
0;1;83609746800000;627;664.307;51;0x0
0;1;83662527780000;930;985.335;86;0x0
0;1;83723614568000;203;215.079;28;0x0
0;1;83841018224000;546;578.487;53;0x0
0;0;83371639700000;285;199.825;34;0x0
0;0;83400284840000;122;85.5391;14;0x0
0;0;83411878044000;156;109.378;21;0x0
0;0;83535396488000;86;60.298;12;0x0
0;0;83609746816000;84;58.8958;12;0x0
0;0;83662527712000;456;319.72;44;0x0
0;0;83723614568000;223;156.354;27;0x0
0;0;83841018236000;126;88.3436;16;0x0
0;0;83892404136000;104;72.9186;16;0x0
0;0;84229861000000;69;48.3787;14;0x0
0;1;83892404128000;183;193.889;27;0x0
0;1;84229860980000;619;655.831;54;0x0
0;1;84310909532000;141;149.39;21;0x0
0;1;84554813500000;416;440.752;38;0x0
0;1;84573690448000;157;166.342;20;0x0
0;1;84592814592000;554;586.963;53;0x0
0;1;84599807124000;439;465.121;51;0x0
0;1;84689245468000;161;170.58;25;0x0
0;1;84726076660000;205;217.198;24;0x0
0;1;84783391800000;647;685.497;73;0x0
0;0;84310909528000;113;79.2288;16;0x0
0;0;84554813500000;390;273.445;34;0x0
0;0;84554814044000;52;36.4593;19;0x0
0;0;84573690444000;349;244.698;33;0x0
0;0;84592814600000;158;110.78;18;0x0
0;0;84599807128000;232;162.664;25;0x0
0;0;84689245464000;131;91.8493;19;0x0
0;0;84726076660000;127;89.0448;16;0x0
0;0;84783391860000;47;32.9536;15;0x0
0;0;84791632036000;199;139.527;24;0x0
0;1;84791632036000;331;350.695;41;0x0
0;1;84791632620000;45;47.6775;15;0x0
0;1;84798293648000;300;317.85;33;0x0
0;1;84897739460000;602;637.819;60;0x0
0;1;84993209900000;469;496.906;59;0x0
0;1;85136863536000;621;657.95;55;0x0
0;1;85158702376000;541;573.19;58;0x0
0;1;85213146000000;471;499.025;52;0x0
0;1;85234532632000;326;345.397;37;0x0
0;1;85299473908000;173;183.294;29;0x0
0;0;84798293648000;304;213.147;35;0x0
0;0;84897739472000;141;98.8607;21;0x0
0;0;84993209884000;4095;2871.17;649;0x8080
0;0;85136863564000;78;54.6889;17;0x0
0;0;85158702376000;199;139.527;24;0x0
0;0;85213146008000;207;145.136;28;0x0
0;0;85234532640000;129;90.4471;20;0x0
0;0;85299473900000;162;113.585;18;0x0
0;0;85308066840000;84;58.8958;15;0x0
0;0;85312043268000;266;186.503;30;0x0
0;1;85308066832000;85;90.0575;15;0x0
0;1;85312043292000;112;118.664;24;0x0
0;1;85444262008000;538;570.011;49;0x0
0;1;85455080744000;473;501.144;48;0x0
0;1;85473806880000;246;260.637;34;0x0
0;1;85480294172000;584;618.748;58;0x0
0;1;85532896776000;144;152.568;21;0x0
0;1;85580310352000;435;460.883;46;0x0
0;1;85670125292000;580;614.51;57;0x0
0;1;85678319176000;456;483.132;48;0x0
0;0;85444262020000;123;86.2402;15;0x0
0;0;85455080760000;84;58.8958;14;0x0
0;0;85473806880000;166;116.389;19;0x0
0;0;85480294180000;122;85.5391;18;0x0
0;0;85532896772000;174;121.998;16;0x0
0;0;85580310352000;270;189.308;29;0x0
0;0;85670125300000;153;107.274;20;0x0
0;0;85678319180000;334;234.181;37;0x0
0;0;85678319728000;51;35.7581;20;0x0
0;0;85742248460000;96;67.3094;12;0x0
0;1;85678319716000;78;82.641;31;0x0
0;1;85742248448000;610;646.295;58;0x0
0;1;85795356956000;102;108.069;21;0x0
0;1;85991681624000;606;642.057;64;0x2
0;1;85995168400000;73;77.3435;27;0x0
0;1;86076636940000;235;248.983;30;0x0
0;1;86204409764000;541;573.19;57;0x0
0;1;86250436376000;274;290.303;31;0x0
0;1;86310333324000;460;487.37;51;0x0
0;1;86328719524000;569;602.856;58;0x0
0;0;85795356928000;603;422.787;44;0x0
0;0;85991681640000;114;79.93;17;0x2
0;0;85995168352000;79;55.3901;12;0x0
0;0;86076636936000;604;423.489;57;0x0
0;0;86204409776000;132;92.5505;19;0x0
0;0;86250436388000;89;62.4015;14;0x0
0;0;86310333332000;101;70.8151;12;0x0
0;0;86328719532000;118;82.7345;15;0x0
0;0;86450068216000;123;86.2402;16;0x0
0;0;86478991232000;122;85.5391;14;0x0
0;1;86450068204000;513;543.524;51;0x0
0;1;86478991228000;367;388.837;44;0x0
0;1;86483014076000;490;519.155;51;0x0
0;1;86564175348000;214;226.733;29;0x0
0;1;86642345796000;584;618.748;49;0x0
0;1;86662353080000;460;487.37;50;0x0
0;1;86668368112000;520;550.94;52;0x0
0;1;86703169424000;499;528.691;59;0x0
0;1;86819711120000;577;611.332;64;0x0
0;1;86857061184000;394;417.443;42;0x0
0;0;86483014084000;156;109.378;19;0x0
0;0;86564175344000;666;466.959;64;0x0
0;0;86642345816000;68;47.6775;14;0x0
0;0;86662353092000;149;104.47;19;0x0
0;0;86668368112000;260;182.296;29;0x0
0;0;86703169428000;229;160.561;26;0x0
0;0;86819711136000;80;56.0912;13;0x0
0;0;86857061188000;297;208.239;26;0x0
0;0;86891806972000;66;46.2752;16;0x0
0;0;87135951960000;96;67.3094;13;0x0
0;1;86857061716000;72;76.284;25;0x0
0;1;86891806948000;633;670.664;68;0x0
0;1;87135951948000;565;598.618;61;0x0
0;1;87369685952000;372;394.134;36;0x0
0;1;87414852168000;540;572.13;62;0x0
0;1;87480167996000;319;337.981;39;0x0
0;1;87499813540000;257;272.292;37;0x0
0;1;87499814108000;35;37.0825;15;0x0
0;1;87533484640000;74;78.403;22;0x0
0;1;87589368072000;256;271.232;31;0x0
0;0;87369685984000;55;38.5627;11;0x0
0;0;87414852176000;190;133.217;23;0x0
0;0;87480168012000;76;53.2866;15;0x0
0;0;87499813536000;595;417.178;53;0x0
0;0;87499814140000;58;40.6661;23;0x0
0;0;87533484624000;49;34.3559;13;0x0
0;0;87589368084000;108;75.7231;17;0x0
0;0;87605373804000;1847;1295.01;138;0x0
0;0;87630323932000;613;429.799;55;0x0
0;0;87897996560000;186;130.412;23;0x0
0;1;87605373828000;166;175.877;27;0x0
0;1;87630323960000;90;95.355;22;0x0
0;1;87897996556000;547;579.547;61;0x0
0;1;87913336104000;283;299.839;34;0x0
0;1;87973447856000;250;264.875;27;0x0
0;1;88130292924000;642;680.199;58;0x0
0;1;88200034308000;219;232.031;32;0x0
0;1;88324582224000;537;568.952;52;0x0
0;1;88324583376000;30;31.785;12;0x0
0;1;88337794840000;207;219.317;27;0x0
0;0;87913336100000;454;318.318;44;0x0
0;0;87973447864000;152;106.573;19;0x0
0;0;88130292944000;96;67.3094;17;0x0
0;0;88200034300000;631;442.419;55;0x0
0;0;88324582232000;189;132.515;26;0x0
0;0;88324583464000;4;2.80456;6;0x0
0;0;88337794844000;144;100.964;17;0x0
0;0;88483316960000;281;197.02;31;0x0
0;0;88483317488000;40;28.0456;18;0x0
0;0;88913868544000;119;83.4357;18;0x0
0;1;88483316956000;515;545.643;55;0x0
0;1;88483317516000;76;80.522;23;0x0
0;1;88913868532000;621;657.95;64;0x0
0;1;88980117268000;232;245.804;35;0x0
0;1;89111929292000;566;599.677;52;0x0
0;1;89211227816000;592;627.224;58;0x0
0;1;89251107320000;520;550.94;48;0x0
0;1;89296037564000;415;439.693;40;0x0
0;1;89479376796000;361;382.48;43;0x0
0;1;89734225996000;378;400.491;48;0x0
0;0;88980117272000;136;95.355;18;0x0
0;0;89111929312000;102;71.5163;15;0x0
0;0;89211227836000;92;64.5049;15;0x0
0;0;89251107328000;174;121.998;24;0x0
0;0;89296037588000;54;37.8616;9;0x0
0;0;89479376808000;112;78.5277;16;0x0
0;0;89734226004000;136;95.355;17;0x0
0;0;89853911000000;293;205.434;32;0x0
0;0;89878378144000;200;140.228;26;0x0
0;0;89897710632000;371;260.123;39;0x0
0;1;89853911008000;146;154.687;23;0x0
0;1;89878378136000;507;537.167;48;0x0
0;1;89897710652000;179;189.651;28;0x0
0;1;89969375208000;80;84.76;20;0x0
0;1;90017043508000;147;155.747;23;0x0
0;1;90107737268000;316;334.802;37;0x0
0;1;90129489988000;118;125.021;21;0x0
0;1;90220291508000;600;635.7;54;0x0
0;1;90287105584000;270;286.065;38;0x0
0;1;90307951112000;579;613.451;59;0x0
0;0;89969375184000;124;86.9414;16;0x0
0;0;90017043492000;1715;1202.46;119;0x0
0;0;90107737280000;110;77.1254;17;0x0
0;0;90129489988000;121;84.8379;19;0x0
0;0;90220291532000;53;37.1604;10;0x0
0;0;90287105596000;47;32.9536;12;0x0
0;0;90307951128000;103;72.2174;18;0x0
0;0;90317365944000;132;92.5505;19;0x0
0;0;90355080432000;534;374.409;50;0x0
0;0;90400168476000;137;96.0562;18;0x0
0;1;90317365936000;632;669.604;68;0x0
0;1;90355080448000;146;154.687;24;0x0
0;1;90400168488000;119;126.081;23;0x0
0;1;90440004496000;537;568.952;49;0x0
0;1;90615729008000;399;422.741;52;0x0
0;1;90668314092000;202;214.019;28;0x0
0;1;90781986976000;141;149.39;19;0x0
0;1;90814361860000;394;417.443;49;0x0
0;1;90855983372000;590;625.105;58;0x0
0;1;90868893724000;294;311.493;43;0x0
0;0;90440004512000;91;63.8037;16;0x0
0;0;90615729004000;419;293.778;41;0x0
0;0;90668314080000;530;371.604;45;0x0
0;0;90781986968000;243;170.377;28;0x0
0;0;90814361856000;379;265.732;34;0x0
0;0;90814362396000;60;42.0684;19;0x0
0;0;90855983380000;116;81.3322;15;0x0
0;0;90868893728000;268;187.906;36;0x0
0;0;90881723144000;159;111.481;23;0x0
0;0;90996587056000;125;87.6425;16;0x0
0;1;90881723132000;565;598.618;55;0x0
0;1;90996587056000;285;301.958;39;0x0
0;1;91044245596000;248;262.756;32;0x0
0;1;91146069648000;75;79.4625;22;0x0
0;1;91177844260000;599;634.641;58;0x0
0;1;91209789372000;403;426.979;42;0x0
0;1;91227463284000;113;119.724;19;0x0
0;1;91261977740000;405;429.098;50;0x0
0;1;91312619936000;582;616.629;64;0x0
0;1;91356515576000;601;636.76;57;0x0
0;0;91044245592000;158;110.78;18;0x0
0;0;91146069612000;710;497.809;66;0x0
0;0;91177844320000;46;32.2524;15;0x0
0;0;91209789424000;48;33.6547;13;0x0
0;0;91227463280000;115;80.6311;17;0x0
0;0;91261977740000;430;301.49;45;0x0
0;0;91261978264000;64;44.873;25;0x0
0;0;91312619944000;134;93.9528;19;0x0
0;0;91356515596000;75;52.5855;12;0x0
0;0;91393169264000;220;154.251;24;0x0
0;1;91393169260000;457;484.192;45;0x0
0;1;91458976776000;598;633.581;57;0x0
0;1;91498685020000;594;629.343;70;0x0
0;1;91502758800000;127;134.556;20;0x0
0;1;91519008500000;437;463.002;49;0x0
0;1;91534909156000;236;250.042;31;0x0
0;1;91579509380000;634;671.723;53;0x0
0;1;91580029200000;477;505.382;56;0x0
0;1;91626438648000;566;599.677;54;0x0
0;1;91643088920000;561;594.38;64;0x0
0;0;91458976800000;90;63.1026;16;0x0
0;0;91498685028000;131;91.8493;14;0x0
0;0;91502758788000;193;135.32;24;0x0
0;0;91519008508000;217;152.147;27;0x0
0;0;91534909152000;293;205.434;31;0x0
0;0;91579509404000;85;59.5969;17;0x0
0;0;91580029208000;161;112.884;20;0x0
0;0;91626438664000;88;61.7003;13;0x0
0;0;91643088928000;122;85.5391;20;0x0
0;0;91692411728000;140;98.1596;17;0x0
0;1;91692411720000;555;588.023;60;0x0
0;1;91701101252000;225;238.388;24;0x0
0;1;91851761108000;611;647.355;58;0x0
0;1;91855861524000;136;144.092;26;0x0
0;1;91862644536000;528;559.416;54;0x0
0;1;91862645096000;69;73.1055;28;0x0
0;1;92001260636000;100;105.95;24;0x0
0;1;92144049200000;333;352.814;35;0x0
0;1;92146886028000;410;434.395;43;0x0
0;1;92216661512000;532;563.654;61;0x0
0;0;91701101252000;267;187.204;30;0x0
0;0;91851761116000;96;67.3094;13;0x0
0;0;91855861504000;445;312.007;45;0x0
0;0;91862644540000;254;178.09;27;0x0
0;0;91862645064000;38;26.6433;17;0x0
0;0;92001260624000;593;415.776;49;0x0
0;0;92144049216000;82;57.4935;12;0x0
0;0;92146886036000;141;98.8607;16;0x0
0;0;92216661516000;240;168.274;26;0x0
0;0;92282489440000;43;30.149;16;0x0
0;1;92282489352000;246;260.637;31;0x0
0;1;92291855604000;444;470.418;44;0x0
0;1;92318907368000;524;555.178;60;0x0
0;1;92319824700000;365;386.718;36;0x0
0;1;92341904912000;552;584.844;48;0x0
0;1;92341908488000;3;3.1785;5;0x0
0;1;92373331816000;82;86.879;25;0x0
0;1;92488151528000;544;576.368;56;0x0
0;1;92497791704000;149;157.866;24;0x0
0;1;92500932220000;275;291.363;30;0x0
0;0;92291855600000;1364;956.355;96;0x0
0;0;92318907376000;135;94.6539;19;0x0
0;0;92319824708000;141;98.8607;18;0x0
0;0;92341904928000;107;75.022;15;0x0
0;0;92373331780000;266;186.503;31;0x0
0;0;92488151536000;210;147.239;26;0x0
0;0;92497791692000;518;363.191;46;0x0
0;0;92500932248000;41;28.7467;9;0x0
0;0;92553915392000;651;456.442;61;0x0
0;0;92571058860000;595;417.178;56;0x0
0;1;92553915416000;132;139.854;25;0x0
0;1;92571058888000;87;92.1765;21;0x0
0;1;92607154384000;224;237.328;27;0x0
0;1;92731184108000;444;470.418;46;0x0
0;1;92795706904000;2;2.119;4;0x0
0;1;92879286968000;317;335.862;42;0x0
0;1;92917590984000;400;423.8;49;0x0
0;1;93120112876000;221;234.15;29;0x0
0;1;93203770208000;186;197.067;25;0x0
0;1;93206166892000;438;464.061;53;0x0
0;0;92607154380000;688;482.384;66;0x0
0;0;92731184124000;95;66.6083;15;0x0
0;0;92795706964000;524;367.397;50;0x0
0;0;92879286972000;102;71.5163;16;0x0
0;0;92917590984000;299;209.641;32;0x0
0;0;93120112876000;189;132.515;24;0x0
0;0;93203770204000;219;153.55;25;0x0
0;0;93206166892000;415;290.973;40;0x0
0;0;93206167420000;53;37.1604;21;0x0
0;0;93265638368000;188;131.814;21;0x0
0;1;93206167448000;65;68.8675;22;0x0
0;1;93265638360000;526;557.297;56;0x0
0;1;93335387632000;284;300.898;38;0x0
0;1;93336177588000;6;6.357;3;0x0
0;1;93453631848000;602;637.819;53;0x0
0;1;93715201716000;560;593.32;61;0x0
0;1;93789991728000;625;662.188;61;0x0
0;1;93823454556000;505;535.048;52;0x0
0;1;93823455092000;69;73.1055;30;0x0
0;1;94024719336000;239;253.221;34;0x0
0;0;93335387628000;404;283.261;36;0x0
0;0;93336177656000;241;168.975;30;0x0
0;0;93453631868000;71;49.7809;11;0x0
0;0;93715201728000;63;44.1718;11;0x0
0;0;93789991752000;64;44.873;13;0x0
0;0;93823454560000;147;103.068;17;0x0
0;0;94024719336000;207;145.136;24;0x0
0;0;94032405312000;142;99.5619;22;0x0
0;0;94100171052000;400;280.456;32;0x0
0;0;94126767992000;205;143.734;24;0x0
0;1;94032405312000;187;198.127;27;0x0
0;1;94100171068000;125;132.438;20;0x0
0;1;94126768032000;63;66.7485;18;0x0
0;1;94169955844000;581;615.57;56;0x0
0;1;94247138664000;605;640.998;66;0x0
0;1;94269324312000;472;500.084;48;0x0
0;1;94287001544000;200;211.9;28;0x0
0;1;94368337512000;522;553.059;51;0x0
0;1;94384121988000;161;170.58;24;0x0
0;1;94397166672000;561;594.38;49;0x0
0;0;94169955852000;93;65.206;14;0x0
0;0;94247138688000;64;44.873;11;0x0
0;0;94269324340000;58;40.6661;14;0x0
0;0;94287001544000;101;70.8151;13;0x0
0;0;94368337520000;184;129.01;23;0x0
0;0;94384121976000;290;203.331;32;0x0
0;0;94397166688000;115;80.6311;20;0x0
0;0;94421616200000;88;61.7003;16;0x0
0;0;94481803428000;69;48.3787;12;0x0
0;0;94622173484000;275;192.814;28;0x0
0;1;94421616188000;566;599.677;57;0x0
0;1;94481803408000;584;618.748;56;0x0
0;1;94622173492000;298;315.731;38;0x0
0;1;94729524648000;582;616.629;57;0x0
0;1;94768546900000;612;648.414;54;0x0
0;1;94779524684000;589;624.046;64;0x0
