# board	channel	time[ps]	E	E_calib	E_short	Flag	board	channel	time[ps]	E	E_calib	E_short	Flag
0.00	0.00	15123902248000.00	488.00	342.16	48.00	nan	0.00	1.00	15123902252000.00	206.00	218.26	24.00	nan
0.00	1.00	15171522408000.00	522.00	553.06	53.00	nan	0.00	0.00	15171522432000.00	77.00	53.99	13.00	nan
0.00	0.00	15270812912000.00	214.00	150.04	25.00	nan	0.00	1.00	15270812916000.00	204.00	216.14	29.00	nan
0.00	1.00	15283481240000.00	109.00	115.49	39.00	nan	0.00	0.00	15283481288000.00	265.00	185.80	28.00	nan
0.00	1.00	15321756244000.00	613.00	649.47	66.00	nan	0.00	0.00	15321756256000.00	150.00	105.17	20.00	nan
0.00	1.00	15352863832000.00	525.00	556.24	53.00	nan	0.00	0.00	15352863852000.00	78.00	54.69	13.00	nan
0.00	0.00	15399449476000.00	862.00	604.38	64.00	nan	0.00	1.00	15399449508000.00	104.00	110.19	24.00	nan
0.00	1.00	15439171716000.00	155.00	164.22	26.00	nan	0.00	0.00	15439171784000.00	40.00	28.05	18.00	nan
0.00	0.00	15445427580000.00	443.00	310.61	44.00	nan	0.00	1.00	15445427584000.00	240.00	254.28	32.00	nan
0.00	1.00	15461830072000.00	408.00	432.28	46.00	nan	0.00	0.00	15461830088000.00	61.00	42.77	12.00	nan
0.00	0.00	15483258628000.00	1852.00	1298.51	128.00	nan	0.00	1.00	15483258632000.00	480.00	508.56	45.00	nan
0.00	1.00	15543066868000.00	592.00	627.22	52.00	nan	0.00	0.00	15543066880000.00	128.00	89.75	17.00	nan
0.00	1.00	15652696040000.00	538.00	570.01	54.00	nan	0.00	0.00	15652696048000.00	167.00	117.09	21.00	nan
0.00	0.00	15683503652000.00	405.00	283.96	37.00	nan	0.00	1.00	15683503656000.00	338.00	358.11	44.00	nan
0.00	0.00	15765304424000.00	342.00	239.79	33.00	nan	0.00	1.00	15765304428000.00	250.00	264.88	29.00	nan
0.00	1.00	15914975572000.00	512.00	542.46	43.00	nan	0.00	0.00	15914975576000.00	176.00	123.40	21.00	nan
0.00	0.00	16034375220000.00	1552.00	1088.17	123.00	nan	0.00	1.00	16034375232000.00	247.00	261.70	32.00	nan
0.00	0.00	16034376016000.00	2.00	1.40	11.00	nan	0.00	1.00	16034376028000.00	12.00	12.71	9.00	nan
0.00	0.00	16047764652000.00	241.00	168.97	28.00	nan	0.00	1.00	16047764652000.00	371.00	393.07	46.00	nan
0.00	0.00	16059870852000.00	287.00	201.23	31.00	nan	0.00	1.00	16059870860000.00	173.00	183.29	25.00	nan
0.00	1.00	16215837304000.00	343.00	363.41	35.00	nan	0.00	0.00	16215837332000.00	54.00	37.86	10.00	nan
0.00	1.00	16221636952000.00	420.00	444.99	38.00	nan	0.00	0.00	16221636960000.00	136.00	95.36	17.00	nan
0.00	0.00	16246982016000.00	388.00	272.04	39.00	nan	0.00	1.00	16246982040000.00	123.00	130.32	24.00	nan
0.00	1.00	16248095076000.00	141.00	149.39	21.00	nan	0.00	0.00	16248095080000.00	96.00	67.31	15.00	nan
0.00	0.00	16310748308000.00	547.00	383.52	46.00	nan	0.00	1.00	16310748332000.00	89.00	94.30	18.00	nan
0.00	0.00	16409785768000.00	137.00	96.06	18.00	nan	0.00	1.00	16409785768000.00	320.00	339.04	39.00	nan
0.00	1.00	16412982720000.00	540.00	572.13	57.00	nan	0.00	0.00	16412982728000.00	145.00	101.67	18.00	nan
0.00	0.00	16427665288000.00	148.00	103.77	18.00	nan	0.00	1.00	16427665324000.00	86.00	91.12	24.00	nan
0.00	1.00	16598066256000.00	565.00	598.62	57.00	nan	0.00	0.00	16598066284000.00	54.00	37.86	12.00	nan
0.00	1.00	16607556064000.00	527.00	558.36	56.00	nan	0.00	0.00	16607556068000.00	226.00	158.46	23.00	nan
0.00	1.00	16643454772000.00	564.00	597.56	55.00	nan	0.00	0.00	16643454784000.00	89.00	62.40	15.00	nan
0.00	0.00	16708747768000.00	178.00	124.80	24.00	nan	0.00	1.00	16708747772000.00	180.00	190.71	22.00	nan
0.00	0.00	16737164544000.00	487.00	341.45	47.00	nan	0.00	1.00	16737164568000.00	146.00	154.69	20.00	nan
0.00	0.00	16828089664000.00	177.00	124.10	19.00	nan	0.00	1.00	16828089692000.00	85.00	90.06	21.00	nan
0.00	0.00	16862635872000.00	340.00	238.39	36.00	nan	0.00	1.00	16862635888000.00	197.00	208.72	34.00	nan
0.00	1.00	16911108388000.00	562.00	595.44	59.00	nan	0.00	0.00	16911108404000.00	98.00	68.71	16.00	nan
0.00	1.00	16950301016000.00	595.00	630.40	62.00	nan	0.00	0.00	16950301028000.00	178.00	124.80	23.00	nan
0.00	0.00	17020218220000.00	304.00	213.15	32.00	nan	0.00	1.00	17020218228000.00	170.00	180.12	24.00	nan
0.00	1.00	17039909644000.00	204.00	216.14	27.00	nan	0.00	0.00	17039909696000.00	48.00	33.65	16.00	nan
0.00	1.00	17095089500000.00	364.00	385.66	44.00	nan	0.00	0.00	17095089520000.00	59.00	41.37	12.00	nan
0.00	1.00	17123458932000.00	372.00	394.13	38.00	nan	0.00	0.00	17123458944000.00	87.00	61.00	14.00	nan
0.00	1.00	17274899404000.00	565.00	598.62	62.00	nan	0.00	0.00	17274899412000.00	126.00	88.34	18.00	nan
0.00	1.00	17486269072000.00	592.00	627.22	56.00	nan	0.00	0.00	17486269084000.00	122.00	85.54	13.00	nan
0.00	1.00	17509943984000.00	437.00	463.00	39.00	nan	0.00	0.00	17509944000000.00	86.00	60.30	13.00	nan
0.00	1.00	17615993996000.00	483.00	511.74	46.00	nan	0.00	0.00	17615994012000.00	99.00	69.41	18.00	nan
0.00	1.00	17617537192000.00	328.00	347.52	36.00	nan	0.00	0.00	17617537196000.00	201.00	140.93	26.00	nan
0.00	1.00	17639934516000.00	621.00	657.95	65.00	nan	0.00	0.00	17639934528000.00	82.00	57.49	13.00	nan
0.00	1.00	17695047352000.00	594.00	629.34	62.00	nan	0.00	0.00	17695047364000.00	69.00	48.38	10.00	nan
0.00	1.00	17760827376000.00	261.00	276.53	33.00	nan	0.00	0.00	17760827384000.00	114.00	79.93	17.00	nan
0.00	1.00	17761344388000.00	535.00	566.83	48.00	nan	0.00	0.00	17761344404000.00	84.00	58.90	14.00	nan
0.00	1.00	17795180224000.00	537.00	568.95	55.00	nan	0.00	0.00	17795180232000.00	139.00	97.46	20.00	nan
0.00	1.00	17957189276000.00	488.00	517.04	56.00	nan	0.00	0.00	17957189284000.00	183.00	128.31	25.00	nan
0.00	1.00	17964238984000.00	330.00	349.63	35.00	nan	0.00	0.00	17964238992000.00	206.00	144.44	29.00	nan
0.00	0.00	18227946748000.00	1517.00	1063.63	103.00	nan	0.00	1.00	18227946760000.00	251.00	265.94	36.00	nan
0.00	1.00	18241088540000.00	365.00	386.72	38.00	nan	0.00	0.00	18241088568000.00	59.00	41.37	12.00	nan
0.00	1.00	18296523032000.00	627.00	664.31	56.00	nan	0.00	0.00	18296523052000.00	89.00	62.40	13.00	nan
0.00	1.00	18385720636000.00	509.00	539.29	55.00	nan	0.00	0.00	18385720648000.00	150.00	105.17	21.00	nan
0.00	0.00	18599572024000.00	1476.00	1034.88	126.00	nan	0.00	1.00	18599572032000.00	189.00	200.25	24.00	nan
0.00	1.00	18608955508000.00	628.00	665.37	59.00	nan	0.00	0.00	18608955536000.00	54.00	37.86	13.00	nan
0.00	1.00	18649545740000.00	174.00	184.35	25.00	nan	0.00	0.00	18649545784000.00	55.00	38.56	18.00	nan
0.00	1.00	18705752300000.00	194.00	205.54	23.00	nan	0.00	0.00	18705752304000.00	189.00	132.51	22.00	nan
0.00	1.00	18722042228000.00	1969.00	2086.16	184.00	nan	0.00	0.00	18722042256000.00	56.00	39.26	11.00	nan
0.00	1.00	18836774632000.00	593.00	628.28	64.00	nan	0.00	0.00	18836774648000.00	102.00	71.52	16.00	nan
0.00	0.00	18847231536000.00	95.00	66.61	13.00	nan	0.00	1.00	18847231548000.00	145.00	153.63	24.00	nan
0.00	1.00	18868279568000.00	322.00	341.16	39.00	nan	0.00	0.00	18868279572000.00	254.00	178.09	31.00	nan
0.00	1.00	19011568120000.00	369.00	390.96	48.00	nan	0.00	0.00	19011568172000.00	40.00	28.05	17.00	nan
0.00	1.00	19061329232000.00	454.00	481.01	42.00	nan	0.00	0.00	19061329240000.00	244.00	171.08	27.00	nan
0.00	1.00	19070078080000.00	310.00	328.44	32.00	nan	0.00	0.00	19070078088000.00	108.00	75.72	18.00	nan
0.00	1.00	19085926332000.00	371.00	393.07	38.00	nan	0.00	0.00	19085926356000.00	74.00	51.88	12.00	nan
0.00	1.00	19126519052000.00	495.00	524.45	50.00	nan	0.00	0.00	19126519056000.00	329.00	230.68	38.00	nan
0.00	1.00	19126519576000.00	80.00	84.76	32.00	nan	0.00	0.00	19126519592000.00	45.00	31.55	20.00	nan
0.00	1.00	19175829264000.00	582.00	616.63	62.00	nan	0.00	0.00	19175829272000.00	107.00	75.02	16.00	nan
0.00	1.00	19187875860000.00	605.00	641.00	53.00	nan	0.00	0.00	19187875880000.00	84.00	58.90	14.00	nan
0.00	1.00	19207745136000.00	632.00	669.60	57.00	nan	0.00	0.00	19207745152000.00	79.00	55.39	11.00	nan
0.00	0.00	19320492140000.00	173.00	121.30	20.00	nan	0.00	1.00	19320492148000.00	152.00	161.04	24.00	nan
0.00	1.00	19338275844000.00	573.00	607.09	62.00	nan	0.00	0.00	19338275900000.00	35.00	24.54	14.00	nan
0.00	1.00	19373553124000.00	441.00	467.24	45.00	nan	0.00	0.00	19373553124000.00	301.00	211.04	29.00	nan
0.00	1.00	19386140772000.00	619.00	655.83	60.00	nan	0.00	0.00	19386140784000.00	94.00	65.91	14.00	nan
0.00	0.00	19420696584000.00	668.00	468.36	56.00	nan	0.00	1.00	19420696592000.00	219.00	232.03	27.00	nan
0.00	1.00	19439257512000.00	521.00	552.00	56.00	nan	0.00	0.00	19439257520000.00	136.00	95.36	19.00	nan
0.00	1.00	19448543668000.00	556.00	589.08	50.00	nan	0.00	0.00	19448543680000.00	112.00	78.53	14.00	nan
0.00	1.00	19468770896000.00	264.00	279.71	26.00	nan	0.00	0.00	19468770968000.00	41.00	28.75	20.00	nan
0.00	0.00	19478371752000.00	230.00	161.26	26.00	nan	0.00	1.00	19478371760000.00	197.00	208.72	29.00	nan
0.00	1.00	19609190976000.00	574.00	608.15	63.00	nan	0.00	0.00	19609190988000.00	123.00	86.24	19.00	nan
0.00	0.00	19738225984000.00	489.00	342.86	50.00	nan	0.00	1.00	19738225992000.00	176.00	186.47	28.00	nan
0.00	0.00	19759051152000.00	651.00	456.44	63.00	nan	0.00	1.00	19759051156000.00	225.00	238.39	31.00	nan
0.00	1.00	19760317196000.00	561.00	594.38	58.00	nan	0.00	0.00	19760317224000.00	56.00	39.26	12.00	nan
0.00	1.00	19774116008000.00	575.00	609.21	64.00	nan	0.00	0.00	19774116024000.00	75.00	52.59	13.00	nan
0.00	0.00	19789409712000.00	615.00	431.20	59.00	nan	0.00	1.00	19789409716000.00	259.00	274.41	29.00	nan
0.00	0.00	19834778136000.00	610.00	427.69	53.00	nan	0.00	1.00	19834778140000.00	273.00	289.24	31.00	nan
0.00	1.00	20005525072000.00	632.00	669.60	56.00	nan	0.00	0.00	20005525088000.00	69.00	48.38	10.00	nan
0.00	1.00	20035254076000.00	364.00	385.66	40.00	nan	0.00	0.00	20035254088000.00	124.00	86.94	16.00	nan
0.00	1.00	20171511612000.00	273.00	289.24	29.00	nan	0.00	0.00	20171511636000.00	88.00	61.70	18.00	nan
0.00	0.00	20228841944000.00	125.00	87.64	18.00	nan	0.00	1.00	20228841944000.00	229.00	242.63	32.00	nan
0.00	1.00	20256953504000.00	493.00	522.33	52.00	nan	0.00	0.00	20256953516000.00	115.00	80.63	17.00	nan
0.00	1.00	20341690444000.00	303.00	321.03	39.00	nan	0.00	0.00	20341690448000.00	184.00	129.01	23.00	nan
0.00	0.00	20347010724000.00	162.00	113.58	18.00	nan	0.00	1.00	20347010740000.00	93.00	98.53	20.00	nan
0.00	1.00	20352081412000.00	454.00	481.01	44.00	nan	0.00	0.00	20352081416000.00	272.00	190.71	30.00	nan
0.00	0.00	20383275528000.00	380.00	266.43	38.00	nan	0.00	1.00	20383275528000.00	239.00	253.22	30.00	nan
0.00	1.00	20423308556000.00	338.00	358.11	37.00	nan	0.00	0.00	20423308568000.00	53.00	37.16	11.00	nan
0.00	0.00	20432951776000.00	448.00	314.11	42.00	nan	0.00	1.00	20432951780000.00	210.00	222.50	27.00	nan
0.00	1.00	20604299572000.00	620.00	656.89	66.00	nan	0.00	0.00	20604299584000.00	96.00	67.31	16.00	nan
0.00	1.00	20646474620000.00	614.00	650.53	55.00	nan	0.00	0.00	20646474640000.00	58.00	40.67	10.00	nan
0.00	0.00	20760570216000.00	257.00	180.19	29.00	nan	0.00	1.00	20760570240000.00	101.00	107.01	21.00	nan
0.00	1.00	20762823432000.00	594.00	629.34	49.00	nan	0.00	0.00	20762823448000.00	91.00	63.80	14.00	nan
0.00	1.00	20841119212000.00	270.00	286.06	32.00	nan	0.00	0.00	20841119212000.00	208.00	145.84	26.00	nan
0.00	0.00	20900757828000.00	680.00	476.77	60.00	nan	0.00	1.00	20900757840000.00	145.00	153.63	25.00	nan
0.00	0.00	20922851820000.00	286.00	200.53	33.00	nan	0.00	1.00	20922851828000.00	200.00	211.90	36.00	nan
0.00	0.00	21000557792000.00	188.00	131.81	27.00	nan	0.00	1.00	21000557800000.00	183.00	193.89	29.00	nan
0.00	1.00	21065471892000.00	588.00	622.99	58.00	nan	0.00	0.00	21065471904000.00	80.00	56.09	11.00	nan
0.00	0.00	21068600124000.00	279.00	195.62	32.00	nan	0.00	1.00	21068600148000.00	71.00	75.22	15.00	nan
0.00	0.00	21137775064000.00	156.00	109.38	20.00	nan	0.00	1.00	21137775112000.00	75.00	79.46	25.00	nan
0.00	1.00	21145063588000.00	413.00	437.57	45.00	nan	0.00	0.00	21145063592000.00	409.00	286.77	44.00	nan
0.00	1.00	21169838916000.00	523.00	554.12	49.00	nan	0.00	0.00	21169838928000.00	190.00	133.22	26.00	nan
0.00	1.00	21228294428000.00	415.00	439.69	49.00	nan	0.00	0.00	21228294432000.00	201.00	140.93	27.00	nan
0.00	1.00	21255649028000.00	634.00	671.72	63.00	nan	0.00	0.00	21255649064000.00	69.00	48.38	16.00	nan
0.00	0.00	21289582092000.00	173.00	121.30	19.00	nan	0.00	1.00	21289582092000.00	269.00	285.01	34.00	nan
0.00	0.00	21388787396000.00	22.00	15.43	11.00	nan	0.00	1.00	21388787408000.00	1307.00	1384.77	114.00	nan
0.00	0.00	21511697072000.00	703.00	492.90	56.00	nan	0.00	1.00	21511697088000.00	128.00	135.62	23.00	nan
0.00	1.00	21530729428000.00	611.00	647.36	59.00	nan	0.00	0.00	21530729456000.00	69.00	48.38	16.00	nan
0.00	1.00	21558707604000.00	4095.00	4338.65	292.00	nan	0.00	0.00	21558707620000.00	351.00	246.10	34.00	nan
0.00	1.00	21598278584000.00	398.00	421.68	47.00	nan	0.00	0.00	21598278644000.00	50.00	35.06	16.00	nan
0.00	1.00	21626342216000.00	265.00	280.77	29.00	nan	0.00	0.00	21626342220000.00	200.00	140.23	24.00	nan
0.00	0.00	21699234020000.00	259.00	181.59	32.00	nan	0.00	1.00	21699234024000.00	186.00	197.07	25.00	nan
0.00	0.00	21738572196000.00	385.00	269.94	44.00	nan	0.00	1.00	21738572200000.00	232.00	245.80	32.00	nan
0.00	1.00	21789693456000.00	576.00	610.27	61.00	nan	0.00	0.00	21789693460000.00	165.00	115.69	20.00	nan
0.00	1.00	21821437036000.00	583.00	617.69	62.00	nan	0.00	0.00	21821437044000.00	107.00	75.02	15.00	nan
0.00	0.00	21914486956000.00	439.00	307.80	41.00	nan	0.00	1.00	21914486964000.00	255.00	270.17	33.00	nan
0.00	0.00	21921933180000.00	712.00	499.21	58.00	nan	0.00	1.00	21921933188000.00	275.00	291.36	35.00	nan
0.00	1.00	21935786440000.00	572.00	606.03	57.00	nan	0.00	0.00	21935786444000.00	160.00	112.18	23.00	nan
0.00	1.00	21940211432000.00	448.00	474.66	48.00	nan	0.00	0.00	21940211440000.00	122.00	85.54	14.00	nan
0.00	0.00	21963037212000.00	628.00	440.32	55.00	nan	0.00	1.00	21963037224000.00	227.00	240.51	32.00	nan
0.00	1.00	21999528684000.00	523.00	554.12	54.00	nan	0.00	0.00	21999528692000.00	186.00	130.41	22.00	nan
0.00	1.00	22056178912000.00	352.00	372.94	42.00	nan	0.00	0.00	22056178912000.00	268.00	187.91	33.00	nan
0.00	1.00	22057764948000.00	377.00	399.43	42.00	nan	0.00	0.00	22057764952000.00	194.00	136.02	26.00	nan
0.00	0.00	22118238504000.00	499.00	349.87	47.00	nan	0.00	1.00	22118238512000.00	127.00	134.56	22.00	nan
0.00	0.00	22119766896000.00	752.00	527.26	74.00	nan	0.00	1.00	22119766916000.00	108.00	114.43	20.00	nan
0.00	1.00	22144209604000.00	591.00	626.16	60.00	nan	0.00	0.00	22144209624000.00	88.00	61.70	15.00	nan
0.00	1.00	22279145780000.00	349.00	369.77	38.00	nan	0.00	0.00	22279145788000.00	174.00	122.00	25.00	nan
0.00	1.00	22436838676000.00	354.00	375.06	41.00	nan	0.00	0.00	22436838748000.00	34.00	23.84	11.00	nan
0.00	1.00	22495584324000.00	287.00	304.08	38.00	nan	0.00	0.00	22495584348000.00	62.00	43.47	11.00	nan
0.00	1.00	22510703536000.00	202.00	214.02	26.00	nan	0.00	0.00	22510703548000.00	89.00	62.40	18.00	nan
0.00	1.00	22653141768000.00	568.00	601.80	67.00	nan	0.00	0.00	22653141776000.00	166.00	116.39	23.00	nan
0.00	1.00	22719659516000.00	509.00	539.29	49.00	nan	0.00	0.00	22719659520000.00	236.00	165.47	25.00	nan
0.00	0.00	22732328556000.00	352.00	246.80	36.00	nan	0.00	1.00	22732328564000.00	156.00	165.28	24.00	nan
0.00	1.00	22944444860000.00	393.00	416.38	47.00	nan	0.00	0.00	22944444864000.00	374.00	262.23	39.00	nan
0.00	0.00	22944445408000.00	44.00	30.85	17.00	nan	0.00	1.00	22944445480000.00	49.00	51.92	23.00	nan
0.00	0.00	22977203892000.00	520.00	364.59	49.00	nan	0.00	1.00	22977203920000.00	112.00	118.66	22.00	nan
0.00	1.00	23081571056000.00	572.00	606.03	58.00	nan	0.00	0.00	23081571068000.00	118.00	82.73	18.00	nan
0.00	1.00	23201627604000.00	589.00	624.05	62.00	nan	0.00	0.00	23201627608000.00	404.00	283.26	46.00	nan
0.00	1.00	23201628132000.00	87.00	92.18	31.00	nan	0.00	0.00	23201628164000.00	56.00	39.26	22.00	nan
0.00	1.00	23313432592000.00	326.00	345.40	36.00	nan	0.00	0.00	23313432596000.00	270.00	189.31	33.00	nan
0.00	0.00	23431337456000.00	252.00	176.69	28.00	nan	0.00	1.00	23431337460000.00	221.00	234.15	27.00	nan
0.00	1.00	23447921032000.00	213.00	225.67	26.00	nan	0.00	0.00	23447921040000.00	82.00	57.49	13.00	nan
0.00	0.00	23456924972000.00	185.00	129.71	23.00	nan	0.00	1.00	23456924984000.00	123.00	130.32	21.00	nan
0.00	1.00	23612928748000.00	399.00	422.74	41.00	nan	0.00	0.00	23612928756000.00	216.00	151.45	28.00	nan
0.00	0.00	23735850904000.00	197.00	138.12	25.00	nan	0.00	1.00	23735850904000.00	436.00	461.94	45.00	nan
0.00	1.00	23761036520000.00	469.00	496.91	45.00	nan	0.00	0.00	23761036524000.00	311.00	218.06	36.00	nan
0.00	1.00	23881887268000.00	296.00	313.61	35.00	nan	0.00	0.00	23881887272000.00	196.00	137.42	21.00	nan
0.00	1.00	23909135388000.00	581.00	615.57	67.00	nan	0.00	0.00	23909135396000.00	129.00	90.45	21.00	nan
0.00	0.00	24016087844000.00	677.00	474.67	61.00	nan	0.00	1.00	24016087848000.00	251.00	265.94	28.00	nan
0.00	0.00	24044908096000.00	522.00	366.00	50.00	nan	0.00	1.00	24044908108000.00	126.00	133.50	17.00	nan
0.00	1.00	24252745572000.00	538.00	570.01	56.00	nan	0.00	0.00	24252745580000.00	164.00	114.99	23.00	nan
0.00	1.00	24261748012000.00	574.00	608.15	58.00	nan	0.00	0.00	24261748056000.00	55.00	38.56	16.00	nan
0.00	1.00	24334686800000.00	611.00	647.36	58.00	nan	0.00	0.00	24334686820000.00	111.00	77.83	17.00	nan
0.00	0.00	24369049224000.00	229.00	160.56	28.00	nan	0.00	1.00	24369049232000.00	171.00	181.18	28.00	nan
0.00	0.00	24382172908000.00	463.00	324.63	48.00	nan	0.00	1.00	24382172908000.00	375.00	397.31	43.00	nan
0.00	0.00	24460304904000.00	109.00	76.42	15.00	nan	0.00	1.00	24460304908000.00	119.00	126.08	20.00	nan
0.00	0.00	24515952856000.00	586.00	410.87	48.00	nan	0.00	1.00	24515952864000.00	299.00	316.79	38.00	nan
0.00	1.00	24533247120000.00	481.00	509.62	55.00	nan	0.00	0.00	24533247124000.00	234.00	164.07	25.00	nan
0.00	1.00	24542031892000.00	530.00	561.53	54.00	nan	0.00	0.00	24542031900000.00	179.00	125.50	23.00	nan
0.00	0.00	24542910688000.00	120.00	84.14	15.00	nan	0.00	1.00	24542910700000.00	149.00	157.87	32.00	nan
0.00	1.00	24564721800000.00	620.00	656.89	54.00	nan	0.00	0.00	24564721820000.00	92.00	64.50	16.00	nan
0.00	1.00	24569527680000.00	576.00	610.27	52.00	nan	0.00	0.00	24569527692000.00	103.00	72.22	15.00	nan
0.00	0.00	24628388080000.00	806.00	565.12	68.00	nan	0.00	1.00	24628388128000.00	86.00	91.12	25.00	nan
0.00	1.00	24645861172000.00	328.00	347.52	36.00	nan	0.00	0.00	24645861184000.00	53.00	37.16	22.00	nan
0.00	0.00	24775176740000.00	576.00	403.86	47.00	nan	0.00	1.00	24775176744000.00	204.00	216.14	28.00	nan
0.00	1.00	24839521708000.00	572.00	606.03	72.00	nan	0.00	0.00	24839521716000.00	166.00	116.39	22.00	nan
0.00	1.00	24866059072000.00	544.00	576.37	53.00	nan	0.00	0.00	24866059080000.00	184.00	129.01	19.00	nan
0.00	1.00	24878629704000.00	534.00	565.77	53.00	nan	0.00	0.00	24878629716000.00	125.00	87.64	18.00	nan
0.00	1.00	24959321128000.00	602.00	637.82	68.00	nan	0.00	0.00	24959321140000.00	117.00	82.03	19.00	nan
0.00	1.00	24975725888000.00	273.00	289.24	32.00	nan	0.00	0.00	24975725900000.00	58.00	40.67	13.00	nan
0.00	0.00	25058458056000.00	730.00	511.83	73.00	nan	0.00	1.00	25058458056000.00	489.00	518.10	48.00	nan
0.00	1.00	25063485416000.00	463.00	490.55	53.00	nan	0.00	0.00	25063485432000.00	104.00	72.92	17.00	nan
0.00	1.00	25063585404000.00	623.00	660.07	59.00	nan	0.00	0.00	25063585436000.00	80.00	56.09	17.00	nan
0.00	1.00	25088806220000.00	567.00	600.74	56.00	nan	0.00	0.00	25088806244000.00	90.00	63.10	16.00	nan
0.00	0.00	25092428232000.00	108.00	75.72	17.00	nan	0.00	1.00	25092428256000.00	110.00	116.55	29.00	nan
0.00	1.00	25094686688000.00	100.00	105.95	21.00	nan	0.00	0.00	25094686708000.00	47.00	32.95	13.00	nan
0.00	1.00	25115199968000.00	635.00	672.78	68.00	nan	0.00	0.00	25115199992000.00	61.00	42.77	13.00	nan
0.00	1.00	25131240708000.00	661.00	700.33	64.00	nan	0.00	0.00	25131240740000.00	52.00	36.46	14.00	nan
0.00	1.00	25265314260000.00	492.00	521.27	45.00	nan	0.00	0.00	25265314268000.00	257.00	180.19	31.00	nan
0.00	1.00	25280123292000.00	623.00	660.07	56.00	nan	0.00	0.00	25280123304000.00	106.00	74.32	19.00	nan
0.00	1.00	25290736468000.00	584.00	618.75	57.00	nan	0.00	0.00	25290736484000.00	132.00	92.55	20.00	nan
0.00	0.00	25310648708000.00	530.00	371.60	48.00	nan	0.00	1.00	25310648712000.00	236.00	250.04	27.00	nan
0.00	1.00	25347820564000.00	280.00	296.66	37.00	nan	0.00	0.00	25347820564000.00	134.00	93.95	17.00	nan
0.00	1.00	25433287360000.00	372.00	394.13	38.00	nan	0.00	0.00	25433287368000.00	157.00	110.08	21.00	nan
0.00	0.00	25446488552000.00	179.00	125.50	21.00	nan	0.00	1.00	25446488552000.00	300.00	317.85	36.00	nan
0.00	1.00	25527342540000.00	589.00	624.05	62.00	nan	0.00	0.00	25527342568000.00	54.00	37.86	11.00	nan
0.00	0.00	25564433532000.00	175.00	122.70	25.00	nan	0.00	1.00	25564433572000.00	143.00	151.51	21.00	nan
0.00	1.00	25634748124000.00	475.00	503.26	48.00	nan	0.00	0.00	25634748140000.00	109.00	76.42	16.00	nan
0.00	0.00	25638747744000.00	105.00	73.62	17.00	nan	0.00	1.00	25638747756000.00	102.00	108.07	20.00	nan
0.00	1.00	25691385544000.00	221.00	234.15	23.00	nan	0.00	0.00	25691385548000.00	212.00	148.64	23.00	nan
0.00	1.00	25710926544000.00	271.00	287.12	38.00	nan	0.00	0.00	25710926548000.00	106.00	74.32	16.00	nan
0.00	1.00	25756578776000.00	182.00	192.83	27.00	nan	0.00	0.00	25756578796000.00	60.00	42.07	22.00	nan
0.00	1.00	25805545876000.00	747.00	791.45	74.00	nan	0.00	0.00	25805545952000.00	23.00	16.13	9.00	nan
0.00	0.00	25854525804000.00	160.00	112.18	20.00	nan	0.00	1.00	25854525812000.00	185.00	196.01	29.00	nan
0.00	1.00	25869495044000.00	533.00	564.71	50.00	nan	0.00	0.00	25869495052000.00	157.00	110.08	17.00	nan
0.00	1.00	25930790640000.00	442.00	468.30	45.00	nan	0.00	0.00	25930790644000.00	363.00	254.51	41.00	nan
0.00	1.00	26020958960000.00	482.00	510.68	53.00	nan	0.00	0.00	26020958964000.00	220.00	154.25	28.00	nan
0.00	1.00	26055428372000.00	601.00	636.76	56.00	nan	0.00	0.00	26055428384000.00	123.00	86.24	17.00	nan
0.00	0.00	26077676036000.00	661.00	463.45	64.00	nan	0.00	1.00	26077676116000.00	60.00	63.57	23.00	nan
0.00	1.00	26218944168000.00	343.00	363.41	38.00	nan	0.00	0.00	26218944172000.00	213.00	149.34	26.00	nan
0.00	1.00	26295751256000.00	340.00	360.23	34.00	nan	0.00	0.00	26295751268000.00	138.00	96.76	20.00	nan
0.00	1.00	26339702208000.00	962.00	1019.24	79.00	nan	0.00	0.00	26339702220000.00	185.00	129.71	24.00	nan
0.00	0.00	26376795900000.00	635.00	445.22	60.00	nan	0.00	1.00	26376795908000.00	143.00	151.51	19.00	nan
0.00	1.00	26439737644000.00	614.00	650.53	69.00	nan	0.00	0.00	26439737656000.00	91.00	63.80	13.00	nan
0.00	1.00	26553094784000.00	332.00	351.75	40.00	nan	0.00	0.00	26553094796000.00	65.00	45.57	14.00	nan
0.00	1.00	26564194928000.00	592.00	627.22	64.00	nan	0.00	0.00	26564194940000.00	96.00	67.31	15.00	nan
0.00	1.00	26588828380000.00	619.00	655.83	65.00	nan	0.00	0.00	26588828400000.00	57.00	39.97	12.00	nan
0.00	1.00	26592494096000.00	461.00	488.43	43.00	nan	0.00	0.00	26592494116000.00	77.00	53.99	14.00	nan
